transID,value
NONHSAT004073.2,-565.6
NONHSAT149233.1,-687.1
NONHSAT225161.1,-1176.5
NONHSAT225162.1,-1035.9
NONHSAT149231.1,-489.1
NONHSAT004060.2,-445.1
NONHSAT151803.1,-552.8
NONHSAT151804.1,-634.8
NONHSAT151805.1,-344.7
NONHSAT226788.1,-238.6
NONHSAT149230.1,-157.8
NONHSAT004050.2,-770.5
NONHSAT004051.2,-277.5
NONHSAT004049.2,-64
NONHSAT151799.1,-288.2
NONHSAT151800.1,-96.2
NONHSAT004037.2,-83.8
NONHSAT151795.1,-123.3
NONHSAT004027.2,-89.4
NONHSAT004024.2,-47.9
NONHSAT149227.1,-77.4
NONHSAT225150.1,-209.5
NONHSAT225155.1,-214.2
NONHSAT225158.1,-369.6
NONHSAT004012.2,-247.4
NONHSAT004009.2,-81.6
NONHSAT004010.2,-100.1
NONHSAT004011.2,-190.3
NONHSAT149224.1,-81.7
NONHSAT004007.2,-83.8
NONHSAT149222.1,-237.7
NONHSAT149223.1,-78.5
NONHSAT225148.1,-239.9
NONHSAT225149.1,-166.1
NONHSAT149213.1,-70.1
NONHSAT003984.2,-803.5
NONHSAT003985.2,-58.6
NONHSAT003988.2,-215.8
NONHSAT003989.2,-219.4
NONHSAT151790.1,-130.5
NONHSAT003981.2,-178.4
NONHSAT003979.2,-814.3
NONHSAT151789.1,-814.3
NONHSAT003978.2,-213.1
NONHSAT151788.1,-211.8
NONHSAT003977.2,-272.1
NONHSAT003969.2,-930.9
NONHSAT003972.2,-231.9
NONHSAT149204.1,-126.3
NONHSAT149205.1,-82.7
NONHSAT003960.2,-221.3
NONHSAT003961.2,-191.5
NONHSAT003962.2,-187
NONHSAT003963.2,-203.8
NONHSAT149203.1,-181.5
NONHSAT003959.2,-237.1
NONHSAT151786.1,-145.8
NONHSAT151785.1,-197.6
NONHSAT003950.2,-131.9
NONHSAT003951.2,-61.7
NONHSAT149201.1,-133
NONHSAT003934.2,-341.1
NONHSAT003935.2,-92.5
NONHSAT003936.2,-114.6
NONHSAT003937.2,-108.2
NONHSAT003938.2,-112.6
NONHSAT003939.2,-110.5
NONHSAT003940.2,-834.5
NONHSAT003943.2,-88.4
NONHSAT003944.2,-90.3
NONHSAT003945.2,-118.2
NONHSAT003946.2,-119.4
NONHSAT225145.1,-115.7
NONHSAT003933.2,-70.9
NONHSAT003925.2,-44.2
NONHSAT149191.1,-47.1
NONHSAT003922.2,-121.9
NONHSAT003920.2,-77
NONHSAT003921.2,-75.2
NONHSAT003918.2,-181.6
NONHSAT003919.2,-323.7
NONHSAT149187.1,-411.8
NONHSAT225143.1,-340.1
NONHSAT003916.2,-146.8
NONHSAT151780.1,-334.9
NONHSAT151781.1,-315.8
NONHSAT003910.2,-53.4
NONHSAT003909.2,-141
NONHSAT151775.1,-140.5
NONHSAT003896.2,-67.1
NONHSAT003885.2,-195.5
NONHSAT003886.2,-133.9
NONHSAT003887.2,-195.5
NONHSAT003888.2,-165.7
NONHSAT003889.2,-216.5
NONHSAT003890.2,-158
NONHSAT003891.2,-58.6
NONHSAT003893.2,-275.1
NONHSAT003894.2,-181.4
NONHSAT003895.2,-93
NONHSAT003899.2,-159.8
NONHSAT003900.2,-208.4
NONHSAT003901.2,-143.5
NONHSAT003902.2,-200.3
NONHSAT003903.2,-195.8
NONHSAT003904.2,-168.2
NONHSAT003905.2,-180.5
NONHSAT149155.1,-241.6
NONHSAT149156.1,-107.7
NONHSAT149157.1,-205.3
NONHSAT149158.1,-163.2
NONHSAT149159.1,-191.5
NONHSAT149160.1,-185.8
NONHSAT149161.1,-121.6
NONHSAT149162.1,-255.6
NONHSAT149163.1,-114.9
NONHSAT149164.1,-109.8
NONHSAT149165.1,-208.9
NONHSAT149166.1,-265.1
NONHSAT149167.1,-147.7
NONHSAT149168.1,-135.5
NONHSAT149169.1,-196
NONHSAT149170.1,-111.5
NONHSAT149171.1,-93.1
NONHSAT149172.1,-171.3
NONHSAT149173.1,-85
NONHSAT149174.1,-278.5
NONHSAT149175.1,-223.5
NONHSAT149176.1,-65.4
NONHSAT149177.1,-162.7
NONHSAT225133.1,-85.2
NONHSAT225135.1,-192
NONHSAT225136.1,-227.7
NONHSAT225137.1,-382.4
NONHSAT225138.1,-42.8
NONHSAT151774.1,-147.8
NONHSAT003877.2,-604.5
NONHSAT003878.2,-151.5
NONHSAT003875.2,-296.6
NONHSAT003873.2,-363.5
NONHSAT003872.2,-148.2
NONHSAT003869.2,-180.8
NONHSAT003870.2,-146.1
NONHSAT003868.2,-336.5
NONHSAT003864.2,-239.5
NONHSAT003865.2,-548.8
NONHSAT149149.1,-596.5
NONHSAT149150.1,-546.3
NONHSAT003863.2,-146.4
NONHSAT003861.2,-219.8
NONHSAT003857.2,-144
NONHSAT151766.1,-204.7
NONHSAT149138.1,-291.9
NONHSAT149139.1,-283.7
NONHSAT003846.2,-82.8
NONHSAT151765.1,-82.8
NONHSAT003845.2,-106.8
NONHSAT149137.1,-70.8
NONHSAT003840.2,-122.3
NONHSAT003842.2,-276.5
NONHSAT151761.1,-216.7
NONHSAT151762.1,-265.4
NONHSAT003839.2,-423.2
NONHSAT003838.2,-103.4
NONHSAT003837.2,-273.7
NONHSAT003835.2,-127
NONHSAT003836.2,-98.5
NONHSAT003834.2,-90.8
NONHSAT151760.1,-90.8
NONHSAT003832.2,-129
NONHSAT003831.2,-99.7
NONHSAT003825.2,-285.1
NONHSAT149125.1,-298.9
NONHSAT225129.1,-302
NONHSAT003816.2,-123.3
NONHSAT003808.2,-637.2
NONHSAT003809.2,-633.1
NONHSAT003810.2,-582.6
NONHSAT003812.2,-183.64
NONHSAT003813.2,-130.3
NONHSAT003817.2,-108.8
NONHSAT003819.2,-213.4
NONHSAT149119.1,-1102.9
NONHSAT225121.1,-121.4
NONHSAT225122.1,-402.22
NONHSAT225123.1,-1049.8
NONHSAT225124.1,-1028.9
NONHSAT151753.1,-349.3
NONHSAT151754.1,-361.5
NONHSAT149118.1,-80.2
NONHSAT149116.1,-149
NONHSAT003792.2,-107.2
NONHSAT003793.2,-101.8
NONHSAT003794.2,-104.7
NONHSAT003795.2,-97.6
NONHSAT003796.2,-332.5
NONHSAT003797.2,-119.5
NONHSAT003799.2,-87.2
NONHSAT149113.1,-179.7
NONHSAT225118.1,-221.1
NONHSAT225119.1,-149.3
NONHSAT225120.1,-132.4
NONHSAT151748.1,-418.1
NONHSAT003786.2,-611.3
NONHSAT003785.2,-1265.1
NONHSAT003773.2,-87.7
NONHSAT003774.2,-106.9
NONHSAT003775.2,-165.8
NONHSAT003776.2,-101.7
NONHSAT003777.2,-103.5
NONHSAT003778.2,-126.2
NONHSAT003779.2,-128.6
NONHSAT003767.2,-160.5
NONHSAT149106.1,-346.8
NONHSAT003755.2,-221.4
NONHSAT149105.1,-154.1
NONHSAT225113.1,-125
NONHSAT225114.1,-278.3
NONHSAT225115.1,-278.3
NONHSAT003749.2,-96
NONHSAT151740.1,-96
NONHSAT003744.2,-639.7
NONHSAT003742.2,-538.7
NONHSAT003740.2,-98.9
NONHSAT149104.1,-99.1
NONHSAT149103.1,-327.7
NONHSAT003735.2,-67.9
NONHSAT003734.2,-109.2
NONHSAT003736.2,-137.7
NONHSAT003731.2,-634
NONHSAT003726.2,-115.5
NONHSAT151738.1,-110.9
NONHSAT003723.2,-1016.9
NONHSAT003716.2,-814.6
NONHSAT003717.2,-320.47
NONHSAT003719.2,-122.3
NONHSAT003720.2,-197.6
NONHSAT003721.2,-181.3
NONHSAT151736.1,-302.17
NONHSAT226759.1,-440.82
NONHSAT226760.1,-662.19
NONHSAT226761.1,-254.2
NONHSAT226762.1,-318
NONHSAT226763.1,-560.8
NONHSAT226764.1,-113
NONHSAT003715.2,-73.5
NONHSAT003714.2,-69.3
NONHSAT003708.2,-133.6
NONHSAT003706.2,-334.3
NONHSAT003705.2,-391.5
NONHSAT003701.2,-501.4
NONHSAT003702.2,-499.8
NONHSAT003703.2,-489.6
NONHSAT003704.2,-134
NONHSAT003699.2,-106.3
NONHSAT003696.2,-205.5
NONHSAT003695.2,-107.3
NONHSAT003693.2,-1013.6
NONHSAT149087.1,-904.4
NONHSAT003685.2,-228.1
NONHSAT149086.1,-262.7
NONHSAT151728.1,-159.4
NONHSAT151729.1,-261.2
NONHSAT003672.2,-92.2
NONHSAT003671.2,-109.3
NONHSAT003668.2,-212.8
NONHSAT003669.2,-212.8
NONHSAT003670.2,-157.1
NONHSAT226752.1,-1696.6
NONHSAT226753.1,-1678.6
NONHSAT226754.1,-1637.7
NONHSAT226755.1,-601.3
NONHSAT226756.1,-611.4
NONHSAT226757.1,-372.5
NONHSAT003659.2,-223.2
NONHSAT149085.1,-345.5
NONHSAT003654.2,-98.3
NONHSAT003655.2,-568
NONHSAT003658.2,-324.7
NONHSAT003660.2,-91.3
NONHSAT003664.2,-323.5
NONHSAT003666.2,-173.7
NONHSAT003667.2,-171.6
NONHSAT151726.1,-406.2
NONHSAT226741.1,-499.3
NONHSAT226742.1,-198.5
NONHSAT226743.1,-551.8
NONHSAT226744.1,-525.2
NONHSAT226745.1,-443.3
NONHSAT226746.1,-274.7
NONHSAT226747.1,-396.8
NONHSAT226748.1,-412.4
NONHSAT226749.1,-154.7
NONHSAT226750.1,-215.9
NONHSAT226751.1,-546.2
NONHSAT003648.2,-105.3
NONHSAT003649.2,-150.5
NONHSAT151722.1,-203.6
NONHSAT003646.2,-83.6
NONHSAT003645.2,-136.2
NONHSAT149078.1,-135.7
NONHSAT149076.1,-346
NONHSAT225110.1,-243.7
NONHSAT003637.2,-165.4
NONHSAT003633.2,-59
NONHSAT003631.2,-139.7
NONHSAT149064.1,-96.6
NONHSAT225105.1,-573.6
NONHSAT225106.1,-991.5
NONHSAT225107.1,-350.4
NONHSAT003626.2,-214.1
NONHSAT003624.2,-126.4
NONHSAT003621.2,-75.4
NONHSAT003618.2,-178.6
NONHSAT003609.2,-166.3
NONHSAT003608.2,-111.6
NONHSAT149056.1,-111.7
NONHSAT003606.2,-82.8
NONHSAT151709.1,-186.2
NONHSAT149055.1,-256.3
NONHSAT003604.2,-1007.9
NONHSAT003601.2,-75
NONHSAT003602.2,-51.1
NONHSAT003603.2,-92.5
NONHSAT151704.1,-70
NONHSAT151705.1,-47.5
NONHSAT151706.1,-69.3
NONHSAT151707.1,-40
NONHSAT151708.1,-92.8
NONHSAT226733.1,-396.3
NONHSAT225104.1,-129.6
NONHSAT003598.2,-581.8
NONHSAT003593.2,-342.5
NONHSAT003594.2,-100.7
NONHSAT151702.1,-566.6
NONHSAT226724.1,-140
NONHSAT226725.1,-347.9
NONHSAT226726.1,-900.8
NONHSAT226727.1,-832.3
NONHSAT226728.1,-956.4
NONHSAT226729.1,-1087.1
NONHSAT226730.1,-268
NONHSAT226731.1,-373.8
NONHSAT226732.1,-357.8
NONHSAT003586.2,-65.1
NONHSAT003584.2,-52.7
NONHSAT003582.2,-202.6
NONHSAT003583.2,-65.5
NONHSAT149043.1,-253.2
NONHSAT149044.1,-229.4
NONHSAT003581.2,-115.2
NONHSAT149042.1,-100
NONHSAT003579.2,-189.5
NONHSAT151693.1,-189.5
NONHSAT003574.2,-39.5
NONHSAT003575.2,-91.07
NONHSAT003572.2,-219
NONHSAT151690.1,-217.8
NONHSAT151691.1,-269.4
NONHSAT003565.2,-516.5
NONHSAT003557.2,-52.9
NONHSAT003558.2,-309.3
NONHSAT003559.2,-48.3
NONHSAT151687.1,-43.5
NONHSAT226700.1,-931.4
NONHSAT226701.1,-713.4
NONHSAT226702.1,-695.6
NONHSAT226703.1,-575
NONHSAT226704.1,-635.1
NONHSAT226706.1,-821.7
NONHSAT226707.1,-635.3
NONHSAT226708.1,-552.9
NONHSAT003551.2,-284.9
NONHSAT003552.2,-289.8
NONHSAT003553.2,-97.6
NONHSAT003554.2,-195.5
NONHSAT003555.2,-253.5
NONHSAT151679.1,-358.2
NONHSAT151680.1,-211.7
NONHSAT151681.1,-286.5
NONHSAT151682.1,-208.6
NONHSAT151683.1,-131.6
NONHSAT151684.1,-131.8
NONHSAT226699.1,-281.1
NONHSAT003548.2,-149.5
NONHSAT003547.2,-90.3
NONHSAT151676.1,-90.3
NONHSAT003535.2,-90.6
NONHSAT003537.2,-395.6
NONHSAT003538.2,-110.9
NONHSAT003540.2,-71
NONHSAT151672.1,-90.6
NONHSAT151673.1,-532
NONHSAT226691.1,-589.9
NONHSAT226692.1,-577.4
NONHSAT226693.1,-348.5
NONHSAT226694.1,-451.6
NONHSAT226695.1,-244.6
NONHSAT226696.1,-83.2
NONHSAT226697.1,-207.5
NONHSAT226698.1,-185.1
NONHSAT151662.1,-313.7
NONHSAT151663.1,-298.2
NONHSAT151664.1,-44.2
NONHSAT003509.2,-257.3
NONHSAT003507.2,-104.4
NONHSAT003506.2,-94.5
NONHSAT003505.2,-312
NONHSAT003503.2,-119.7
NONHSAT003501.2,-163
NONHSAT149018.1,-167.3
NONHSAT003499.2,-148.5
NONHSAT003500.2,-176.6
NONHSAT149015.1,-64.7
NONHSAT149016.1,-67.3
NONHSAT149017.1,-107.6
NONHSAT003480.2,-300.7
NONHSAT003482.2,-229.8
NONHSAT003483.2,-225.1
NONHSAT003484.2,-186.9
NONHSAT003486.2,-228.3
NONHSAT003487.2,-197.4
NONHSAT003488.2,-255.7
NONHSAT003489.2,-235.7
NONHSAT003490.2,-139.8
NONHSAT003491.2,-150
NONHSAT003492.2,-194.3
NONHSAT003493.2,-163.9
NONHSAT003494.2,-125.4
NONHSAT003495.2,-163.8
NONHSAT003496.2,-242.1
NONHSAT003497.2,-179.2
NONHSAT003498.2,-183.4
NONHSAT149004.1,-359.2
NONHSAT149005.1,-160.7
NONHSAT149006.1,-149.7
NONHSAT149007.1,-182.5
NONHSAT149008.1,-160.3
NONHSAT149009.1,-169.5
NONHSAT149010.1,-122.6
NONHSAT149011.1,-160.2
NONHSAT149012.1,-187.4
NONHSAT149013.1,-178.7
NONHSAT149014.1,-110.4
NONHSAT225068.1,-337.9
NONHSAT225069.1,-387.3
NONHSAT003477.2,-91.6
NONHSAT003476.2,-168.6
NONHSAT003470.2,-498.6
NONHSAT003464.2,-191.1
NONHSAT003466.2,-477.7
NONHSAT003467.2,-514.3
NONHSAT003468.2,-117.5
NONHSAT003469.2,-170.6
NONHSAT003471.2,-245.8
NONHSAT003472.2,-142.1
NONHSAT003473.2,-316.8
NONHSAT149001.1,-512.8
NONHSAT003458.2,-358.4
NONHSAT003451.2,-109.9
NONHSAT151655.1,-391.5
NONHSAT003445.2,-512.2
NONHSAT003446.2,-132.7
NONHSAT003447.2,-135.6
NONHSAT003449.2,-107.64
NONHSAT148998.1,-149.7
NONHSAT148999.1,-180.2
NONHSAT003438.2,-81.3
NONHSAT003439.2,-157
NONHSAT003440.2,-285.8
NONHSAT003441.2,-285.5
NONHSAT003443.2,-98.9
NONHSAT151648.1,-280.2
NONHSAT003434.2,-191.9
NONHSAT148994.1,-192.6
NONHSAT148995.1,-206.7
NONHSAT003433.2,-154.4
NONHSAT003431.2,-55.8
NONHSAT003432.2,-65.8
NONHSAT148990.1,-57.2
NONHSAT225061.1,-729.3
NONHSAT225062.1,-456.8
NONHSAT225063.1,-202.5
NONHSAT003429.2,-108.5
NONHSAT003430.2,-105.2
NONHSAT148989.1,-104.7
NONHSAT003428.2,-178.2
NONHSAT003426.2,-172.1
NONHSAT151643.1,-172.1
NONHSAT151644.1,-184.9
NONHSAT226686.1,-161.5
NONHSAT003423.2,-302.5
NONHSAT003424.2,-245.9
NONHSAT148987.1,-379
NONHSAT225060.1,-81.6
NONHSAT003420.2,-118.7
NONHSAT003421.2,-230.4
NONHSAT003422.2,-158.7
NONHSAT148984.1,-176.2
NONHSAT225058.1,-159.8
NONHSAT225059.1,-149.5
NONHSAT003413.2,-101.2
NONHSAT003410.2,-283.5
NONHSAT003409.2,-181.4
NONHSAT148981.1,-179
NONHSAT003407.2,-549.5
NONHSAT003404.2,-60.7
NONHSAT003403.2,-944.1
NONHSAT003401.2,-155.6
NONHSAT003392.2,-141.4
NONHSAT003386.2,-778.2
NONHSAT003384.2,-188.4
NONHSAT003383.2,-180.7
NONHSAT003378.2,-222.3
NONHSAT003376.2,-67.9
NONHSAT003372.2,-663.1
NONHSAT003368.2,-864.2
NONHSAT151631.1,-251.6
NONHSAT151632.1,-270.6
NONHSAT003365.2,-123.7
NONHSAT151630.1,-123.7
NONHSAT003355.2,-57.9
NONHSAT003352.2,-606
NONHSAT003353.2,-343.4
NONHSAT151621.1,-261
NONHSAT151622.1,-405.8
NONHSAT151623.1,-322.3
NONHSAT151624.1,-251.7
NONHSAT151625.1,-130
NONHSAT151626.1,-147.1
NONHSAT151627.1,-147.9
NONHSAT151628.1,-275.6
NONHSAT003349.2,-472.3
NONHSAT003350.2,-582.7
NONHSAT225051.1,-167.4
NONHSAT003347.2,-640.24
NONHSAT003341.2,-194
NONHSAT226680.1,-84.9
NONHSAT226681.1,-74.6
NONHSAT003328.2,-451
NONHSAT003325.2,-110
NONHSAT003326.2,-61.2
NONHSAT003321.2,-114.4
NONHSAT003322.2,-84.8
NONHSAT003323.2,-130.2
NONHSAT003320.2,-291.8
NONHSAT151613.1,-291.6
NONHSAT003317.2,-153.1
NONHSAT003318.2,-262.1
NONHSAT003319.2,-327.8
NONHSAT151612.1,-254.2
NONHSAT003314.2,-318.8
NONHSAT003315.2,-103.7
NONHSAT003316.2,-101.3
NONHSAT003311.2,-1276.3
NONHSAT003310.2,-271.6
NONHSAT003309.2,-400.8
NONHSAT003308.2,-77
NONHSAT151611.1,-77.6
NONHSAT003307.2,-257.5
NONHSAT148964.1,-478.8
NONHSAT003305.2,-391.5
NONHSAT003306.2,-135.2
NONHSAT148963.1,-135.8
NONHSAT003304.2,-565.1
NONHSAT148962.1,-359.2
NONHSAT225043.1,-443
NONHSAT003300.2,-1112.3
NONHSAT003292.2,-182.4
NONHSAT151610.1,-182.4
NONHSAT003288.2,-817.9
NONHSAT148960.1,-817.2
NONHSAT003284.2,-175.3
NONHSAT003283.2,-98.4
NONHSAT003276.2,-384.4
NONHSAT151601.1,-759.6
NONHSAT151602.1,-303.4
NONHSAT151603.1,-361.7
NONHSAT151604.1,-300.6
NONHSAT003262.2,-83.9
NONHSAT003261.2,-97
NONHSAT003245.2,-161.8
NONHSAT003242.2,-88.8
NONHSAT003240.2,-123.1
NONHSAT003237.2,-93.4
NONHSAT003236.2,-231.9
NONHSAT003235.2,-88.3
NONHSAT003234.2,-124.2
NONHSAT003230.2,-231.2
NONHSAT003229.2,-107.4
NONHSAT003228.2,-260.47
NONHSAT003219.2,-90.8
NONHSAT003218.2,-1045.1
NONHSAT151596.1,-417.4
NONHSAT003212.2,-153.2
NONHSAT003213.2,-280.7
NONHSAT003215.2,-263.1
NONHSAT148947.1,-64.2
NONHSAT148948.1,-143.5
NONHSAT003206.2,-273.6
NONHSAT226668.1,-187.4
NONHSAT226669.1,-212.1
NONHSAT226670.1,-890.9
NONHSAT226671.1,-935.1
NONHSAT003205.2,-84.4
NONHSAT003204.2,-974.21
NONHSAT003202.2,-58.1
NONHSAT003200.2,-73.6
NONHSAT003201.2,-126.1
NONHSAT148944.1,-122.1
NONHSAT148945.1,-146.8
NONHSAT225035.1,-862
NONHSAT225036.1,-900.8
NONHSAT003199.2,-157
NONHSAT003193.2,-317.6
NONHSAT225029.1,-477.6
NONHSAT225031.1,-190.7
NONHSAT225033.1,-603.2
NONHSAT225034.1,-137.8
NONHSAT003192.2,-240.3
NONHSAT003191.2,-129.4
NONHSAT148943.1,-129.4
NONHSAT003190.2,-133.2
NONHSAT003184.2,-605.51
NONHSAT003177.2,-155.4
NONHSAT003176.2,-297.8
NONHSAT003178.2,-495.5
NONHSAT148940.1,-113.5
NONHSAT225028.1,-164.8
NONHSAT003174.2,-227.7
NONHSAT003173.2,-90.7
NONHSAT003172.2,-264.1
NONHSAT003168.2,-126.5
NONHSAT148935.1,-240.9
NONHSAT003166.2,-211.7
NONHSAT003167.2,-141.2
NONHSAT003164.2,-76.9
NONHSAT003159.2,-190.5
NONHSAT003161.2,-257.4
NONHSAT003162.2,-238.8
NONHSAT003163.2,-203.7
NONHSAT151582.1,-397.5
NONHSAT003156.2,-103.6
NONHSAT003155.2,-51.3
NONHSAT151579.1,-51.9
NONHSAT003154.2,-220
NONHSAT151578.1,-223.6
NONHSAT003152.2,-64.4
NONHSAT003145.2,-62.4
NONHSAT003144.2,-130.5
NONHSAT151573.1,-135
NONHSAT003143.2,-143.2
NONHSAT003141.2,-147.2
NONHSAT148922.1,-152
NONHSAT003140.2,-87.2
NONHSAT148921.1,-79.9
NONHSAT003138.2,-213.9
NONHSAT148919.1,-227.3
NONHSAT003137.2,-123.4
NONHSAT003132.2,-643.4
NONHSAT003128.2,-317.7
NONHSAT003126.2,-316.6
NONHSAT003125.2,-58.4
NONHSAT151571.1,-58.4
NONHSAT226660.1,-285.5
NONHSAT003122.2,-588
NONHSAT003121.2,-187.4
NONHSAT003120.2,-78.1
NONHSAT003118.2,-145.2
NONHSAT139868.2,-174.3
NONHSAT003115.2,-68.6
NONHSAT003111.2,-384.5
NONHSAT003112.2,-167.7
NONHSAT003113.2,-274.4
NONHSAT003117.2,-841.1
NONHSAT148914.1,-633.8
NONHSAT148915.1,-128.9
NONHSAT225024.1,-218.4
NONHSAT225025.1,-84.7
NONHSAT003103.2,-652.2
NONHSAT148908.1,-651.6
NONHSAT003101.2,-146.7
NONHSAT151567.1,-146.7
NONHSAT003100.2,-526.1
NONHSAT003097.2,-259.6
NONHSAT148905.1,-262
NONHSAT003087.2,-105.2
NONHSAT151563.1,-71.9
NONHSAT003076.2,-248.6
NONHSAT003077.2,-99.3
NONHSAT003078.2,-127.4
NONHSAT003080.2,-83.7
NONHSAT003081.2,-943.3
NONHSAT003082.2,-778.2
NONHSAT151561.1,-465.2
NONHSAT151562.1,-309.4
NONHSAT226651.1,-306.4
NONHSAT226652.1,-396.7
NONHSAT226653.1,-354.5
NONHSAT226654.1,-1482.4
NONHSAT003074.2,-208.9
NONHSAT003065.2,-81.8
NONHSAT003056.2,-458.4
NONHSAT003057.2,-457.7
NONHSAT003058.2,-218
NONHSAT003059.2,-99.8
NONHSAT148898.1,-162.8
NONHSAT148899.1,-180
NONHSAT225019.1,-478
NONHSAT003053.2,-106.07
NONHSAT003050.2,-304
NONHSAT003054.2,-286.1
NONHSAT003055.2,-747.1
NONHSAT151551.1,-79.6
NONHSAT151552.1,-114.6
NONHSAT151553.1,-173.5
NONHSAT003039.2,-141.5
NONHSAT003032.2,-131.5
NONHSAT003033.2,-107.4
NONHSAT148896.1,-144.4
NONHSAT003031.2,-150.9
NONHSAT151544.1,-178.9
NONHSAT003018.2,-830.4
NONHSAT003019.2,-780.4
NONHSAT003016.2,-99.7
NONHSAT148891.1,-199.7
NONHSAT148892.1,-167
NONHSAT003014.2,-442.1
NONHSAT003015.2,-342.5
NONHSAT151543.1,-544.1
NONHSAT226645.1,-490.2
NONHSAT003013.2,-479.9
NONHSAT148890.1,-429.4
NONHSAT003011.2,-66.7
NONHSAT002998.2,-138.3
NONHSAT002996.2,-67.8
NONHSAT002987.2,-192.7
NONHSAT002986.2,-153.9
NONHSAT148886.1,-99.5
NONHSAT148887.1,-90.7
NONHSAT225012.1,-72.6
NONHSAT225013.1,-771.5
NONHSAT002985.2,-49
NONHSAT002983.2,-144.6
NONHSAT148884.1,-145.1
NONHSAT173726.1,-106.1
NONHSAT173728.1,-294.5
NONHSAT173729.1,-114.8
NONHSAT236472.1,-345.6
NONHSAT141457.2,-202.5
NONHSAT141453.2,-1021.1
NONHSAT141451.2,-222.5
NONHSAT173725.1,-234.9
NONHSAT141450.2,-109.1
NONHSAT172814.1,-419.1
NONHSAT172815.1,-517.2
NONHSAT172816.1,-662.5
NONHSAT141438.2,-196.5
NONHSAT141439.2,-791.4
NONHSAT141441.2,-196.1
NONHSAT141442.2,-88.7
NONHSAT141443.2,-372.78
NONHSAT141444.2,-55.78
NONHSAT141445.2,-54.88
NONHSAT172810.1,-168.5
NONHSAT172811.1,-845.8
NONHSAT172812.1,-114
NONHSAT172813.1,-345.18
NONHSAT141432.2,-544.8
NONHSAT141429.2,-206.8
NONHSAT141428.2,-221.8
NONHSAT141424.2,-207.6
NONHSAT141423.2,-77
NONHSAT141412.2,-176.4
NONHSAT141413.2,-179
NONHSAT141414.2,-119.2
NONHSAT141415.2,-189.2
NONHSAT141416.2,-119.8
NONHSAT141417.2,-151.2
NONHSAT141418.2,-142
NONHSAT141419.2,-94.3
NONHSAT141420.2,-101
NONHSAT172799.1,-107.1
NONHSAT172800.1,-67.3
NONHSAT172801.1,-278.6
NONHSAT141411.2,-81.3
NONHSAT173715.1,-96.7
NONHSAT141407.2,-94.1
NONHSAT141405.2,-63.7
NONHSAT141401.2,-175.9
NONHSAT173710.1,-322.6
NONHSAT173711.1,-149.7
NONHSAT141400.2,-546.6
NONHSAT141396.2,-125.8
NONHSAT141390.2,-849
NONHSAT173708.1,-309.7
NONHSAT141295.2,-185.5
NONHSAT141386.2,-151.7
NONHSAT141388.2,-210
NONHSAT236464.1,-113.5
NONHSAT141191.2,-702
NONHSAT141192.2,-949.1
NONHSAT141193.2,-644.5
NONHSAT235910.1,-1097.3
NONHSAT141189.2,-437
NONHSAT141190.2,-223.6
NONHSAT141172.2,-183.1
NONHSAT141167.2,-128.2
NONHSAT141163.2,-1158.1
NONHSAT141162.2,-364.9
NONHSAT235901.1,-473.7
NONHSAT235902.1,-276.9
NONHSAT235903.1,-225.2
NONHSAT235905.1,-333
NONHSAT141151.2,-51.3
NONHSAT141152.2,-107.7
NONHSAT141153.2,-104.2
NONHSAT141154.2,-45.1
NONHSAT172783.1,-54
NONHSAT141150.2,-109.3
NONHSAT141144.2,-138
NONHSAT173698.1,-234
NONHSAT141136.2,-995
NONHSAT141137.2,-126.1
NONHSAT141129.2,-194.6
NONHSAT141128.2,-96.9
NONHSAT141127.2,-307.7
NONHSAT141113.2,-567
NONHSAT141110.2,-311.1
NONHSAT141111.2,-287.3
NONHSAT141112.2,-338.5
NONHSAT172772.1,-230.4
NONHSAT235899.1,-502.8
NONHSAT235900.1,-319.6
NONHSAT141109.2,-292.2
NONHSAT173697.1,-246.5
NONHSAT236454.1,-83.5
NONHSAT141105.2,-529.3
NONHSAT141102.2,-104.1
NONHSAT141101.2,-156.5
NONHSAT173696.1,-482
NONHSAT141097.2,-106.4
NONHSAT141095.2,-418.5
NONHSAT141096.2,-249.4
NONHSAT172771.1,-414.7
NONHSAT141093.2,-341.9
NONHSAT141094.2,-207.3
NONHSAT172770.1,-209.4
NONHSAT141092.2,-96.7
NONHSAT173695.1,-96.3
NONHSAT141086.2,-106.8
NONHSAT141085.2,-417.5
NONHSAT141075.2,-729.7
NONHSAT141073.2,-89
NONHSAT141066.2,-123
NONHSAT141063.2,-1247
NONHSAT173691.1,-605.7
NONHSAT173692.1,-650.2
NONHSAT141058.2,-489.3
NONHSAT141059.2,-227.8
NONHSAT141057.2,-121.1
NONHSAT141051.2,-809.2
NONHSAT141053.2,-587.8
NONHSAT141054.2,-114.5
NONHSAT141048.2,-510.5
NONHSAT141043.2,-102.5
NONHSAT141045.2,-95.3
NONHSAT141046.2,-141.8
NONHSAT173687.1,-204.9
NONHSAT141042.2,-760.4
NONHSAT141041.2,-449.9
NONHSAT141038.2,-770.3
NONHSAT141036.2,-81.7
NONHSAT141032.2,-756
NONHSAT141025.2,-53.2
NONHSAT141011.2,-669.7
NONHSAT141012.2,-129.4
NONHSAT141013.2,-120
NONHSAT141014.2,-83.1
NONHSAT141015.2,-127
NONHSAT141016.2,-82.1
NONHSAT141017.2,-223.4
NONHSAT141018.2,-241.3
NONHSAT141010.2,-427.2
