lncRNA,score
AP001065.2,0.42401956
NONHSAG045393,0.424035
RP11-83A24.1,0.424046463
MFGE8,0.424110156
NONHSAG028597,0.424139876
NONHSAG013128,0.424152761
NONHSAG040532,0.424167956
RP11-548K12.10,0.424171578
TTC39C,0.424175276
NONHSAG034234,0.424214918
NONHSAG012148,0.424215266
AC009274.6,0.424236731
RP11-338O1.2,0.424244879
NONHSAG044837,0.424252089
NONHSAG038897,0.424314427
RP6-191P20.4,0.42432464
NONHSAG013606,0.424378057
CNBP,0.424421913
NONHSAG007156,0.424442915
RP5-857K21.2,0.424451625
CENPT,0.424464102
RP11-478C6.1,0.424479609
RP11-379H18.1,0.424505268
NONHSAG005160,0.424514012
NONHSAG041928,0.424538849
NONHSAG049327,0.424553384
RP11-169K17.4,0.424590513
RP1-65J11.1,0.424758534
RPI002_003953,0.424773783
AC008154.5,0.424778635
PMPCB,0.424803745
RP11-598F7.4,0.42480682
NONHSAG032897,0.424815418
PRC1-AS1,0.424825399
NONHSAG014519,0.424827336
FMR1-AS1,0.424839825
RP11-327J17.2,0.424847567
RP11-336N8.4,0.424885096
PTTG1IP,0.424919655
RP11-294J22.6,0.424949693
RP11-863P13.1,0.424950579
AC104135.2,0.424958501
LHPP,0.425001433
NONHSAG021196,0.425010512
EXTL3-AS1,0.425019243
NONHSAG003995,0.425039264
ZC3H13,0.425071142
RP11-293M10.6,0.425098808
CRB1,0.425121253
SLMO2,0.425128193
GPR160,0.425139879
RP4-755D9.1,0.425158624
NONHSAG054126,0.425270024
RP11-313P13.3,0.425295858
RP4-713A8.1,0.425302836
RP11-166B2.7,0.425324713
AC011747.7,0.425334439
RP1-283E3.4,0.425392781
NONHSAG036469,0.425417841
RP5-1180C18.1,0.425441954
RP11-64J4.2,0.425448914
PLAC8,0.425457869
PIK3R1,0.425528746
AC010894.3,0.425535852
ANKRD18DP,0.425592173
BIRC2,0.42562131
NONHSAG005163,0.42563433
RP11-711D18.2,0.425697095
RPI002_004928,0.425733275
NONHSAG004139,0.425735393
SNHG3,0.425741196
NONHSAG023666,0.425754936
NONHSAG042588,0.425778601
NONHSAG003853,0.425786721
RP11-932A10.1,0.425817096
RPI002_003633,0.425821355
RPI002_004125,0.42584725
NONHSAG020007,0.425874516
NONHSAG052314,0.425879904
NONHSAG032172,0.425912859
NONHSAG004983,0.425997117
NONHSAG037420,0.42600765
AC083949.1,0.42600929
RP5-1073O3.7,0.426036883
RP11-10K17.6,0.426045132
RP11-108M12.2,0.426057183
NONHSAG042622,0.426058685
RP11-744K17.2,0.426084203
ART3,0.426097448
AC007563.5,0.426159749
CBR4,0.426192505
RP11-817O13.8,0.426206414
ACP1,0.426209141
PLGRKT,0.426217031
RP11-353B9.1,0.426233956
NKTR,0.426235011
NONHSAG014002,0.426237086
AC005281.2,0.426276308
RP13-941N14.1,0.426286826
LINC00634,0.426292699
AC074212.5,0.426295062
RP11-549K20.1,0.426321424
AC004840.9,0.426346807
AC009107.1,0.426364367
NONHSAG030035,0.426390909
CTD-2192J16.26,0.426397226
RPI002_005635,0.426409161
RP1-228P16.1,0.426421221
RPI002_001123,0.4264254
RP5-1000K24.2,0.426448859
RP11-382A20.7,0.426504964
RP11-565F19.2,0.426528578
NONHSAG044934,0.426543334
RN7SKP152,0.426616882
NONHSAG038466,0.426616993
RP11-333A23.4,0.426633794
NONHSAG042186,0.4266641
CUEDC1,0.426666667
AC012462.1,0.426703633
NONHSAG028105,0.426714066
GPR56,0.426737522
RP11-362F19.1,0.42677191
NONHSAG009143,0.426778101
FNBP1P1,0.426824476
RP11-474D1.4,0.426839151
AL449209.1,0.426839201
NONHSAG038845,0.426843452
NONHSAG047154,0.427016464
TNKS1BP1,0.427084112
RP11-374P20.4,0.427108109
RP11-115C21.2,0.427148646
LINC00672,0.42715353
NONHSAG024674,0.427159548
NONHSAG018090,0.427162934
RP11-571F15.3,0.427171141
NONHSAG004958,0.427183599
OIP5-AS1,0.427196685
RPI002_004419,0.427227239
NONHSAG036582,0.427235395
RP5-905H7.3,0.427289241
RP11-120J1.1,0.427293651
AC079807.4,0.427315885
NONHSAG018189,0.427327791
NONHSAG041279,0.427342645
RBM24,0.427413762
NONHSAG014929,0.427415101
RPI002_007272,0.427442875
RP11-89F3.2,0.427511249
NONHSAG013701,0.427513177
CTC-428G20.6,0.427518303
NONHSAG019132,0.427524739
RP11-53I6.4,0.427527175
PSMG3-AS1,0.427559681
NONHSAG047414,0.427572798
NONHSAG052853,0.427574483
NONHSAG017693,0.427587638
RP11-77O7.1,0.427606288
NONHSAG005131,0.427612819
NONHSAG020780,0.427616572
RP11-2E17.1,0.427629852
MEF2A,0.427644226
RP11-120K24.4,0.427668967
CRBN,0.427691004
FENDRR,0.427724064
RP11-757G1.6,0.427743581
NONHSAG041310,0.427745785
C1orf86,0.427754431
NONHSAG053294,0.427784629
AC007743.1,0.427856447
RP11-705O1.8,0.42786133
NONHSAG006419,0.427873026
UBE2V2P4,0.427884491
NONHSAG050812,0.427923323
NONHSAG015999,0.427942311
AC053503.4,0.427957
CCDC39-AS1,0.427969029
RP11-477D19.2,0.428025393
ZNF331,0.428033335
NONHSAG033111,0.428120152
NONHSAG016966,0.428146959
RP11-143M1.3,0.428185104
RPI002_006770,0.428185104
RP11-407N17.5,0.428197347
RP11-124N3.3,0.42823233
NONHSAG045348,0.428256132
NONHSAG048490,0.428270119
AC012307.3,0.428272021
AC012506.2,0.428367245
RP11-446F3.2,0.428369809
AC010884.1,0.428372979
NONHSAG052648,0.428393442
RP11-56L13.7,0.428428765
RN7SKP15,0.428449745
CTD-3135A9.3,0.428462306
ATP5O,0.428463121
CTA-212D2.2,0.428542228
USP30-AS1,0.428591583
AC067940.1,0.428625795
RP11-331F9.3,0.428736065
PRMT2,0.428750031
TMEM218,0.428766891
NONHSAG026739,0.428768077
HLA-DRB9,0.428768765
HAUS7,0.428797805
CTD-2534J5.1,0.428808633
RP11-15B17.1,0.428826155
NONHSAG005680,0.428842716
CECR7,0.428875943
RPL41P1,0.428881464
NONHSAG008828,0.428952772
NONHSAG024268,0.428989059
NONHSAG000546,0.428989991
NONHSAG021796,0.428993442
RHPN1-AS1,0.429004281
RP11-573D15.6,0.429030433
NONHSAG025249,0.429067376
NONHSAG037211,0.429167573
NONHSAG037406,0.429168713
AC012146.7,0.429168851
GCSAML,0.429168884
RP11-392O18.2,0.42918773
RP11-301N24.3,0.429193355
NONHSAG010422,0.429217789
RSF1-IT2,0.429240144
XXbac-BPG154L12.4,0.429242752
AC097468.4,0.42924384
RP11-359N11.2,0.429249534
NONHSAG016821,0.429264749
RP4-665N4.8,0.429271944
RP11-563E2.2,0.429280837
RP11-7K24.3,0.429314209
TRMU,0.429361605
PDLIM7,0.429364748
NONHSAG000417,0.429393052
RP3-391O22.3,0.429393459
PHKA2,0.429394046
NONHSAG029333,0.429426897
AC002310.12,0.429429789
MT-RNR2,0.42946343
NONHSAG014069,0.429466394
NONHSAG031974,0.429573116
CTD-2538C1.3,0.429627085
NONHSAG018688,0.429659829
AC007092.1,0.429722694
CTC-512J12.4,0.429756823
NONHSAG002552,0.429780413
NONHSAG024505,0.429818798
NONHSAG031629,0.42984417
NONHSAG043685,0.4298459
NONHSAG030629,0.429850001
NONHSAG013585,0.429853185
NONHSAG026955,0.429919231
RP11-111F5.8,0.42992532
RN7SL128P,0.429927253
NONHSAG040876,0.429943454
RP11-356O9.2,0.42995409
AC110781.3,0.429960606
LA16c-429E7.1,0.429988955
RHOU,0.4300271
NONHSAG000903,0.430031547
CTD-3074O7.12,0.430033707
RPI002_006696,0.430037665
NONHSAG049184,0.430049938
TOB1-AS1,0.430097626
LINC00687,0.430103152
NONHSAG016695,0.430110052
RPL29P19,0.430112265
RPL23AP62,0.430124062
RPL27,0.430136742
DEFB122,0.430142357
RP11-85O21.5,0.430144144
NONHSAG047326,0.43015289
SERBP1P6,0.430201768
NONHSAG049367,0.430205736
RPI002_005345,0.430247595
CTD-3064C13.1,0.430250058
NONHSAG021296,0.430269078
NONHSAG015231,0.430311722
HMGN2P30,0.430384541
SERHL,0.430397505
NONHSAG038249,0.43048614
RP11-755B10.3,0.430489504
NONHSAG034456,0.430516439
NONHSAG024638,0.430523333
NONHSAG002467,0.430526727
AC016292.1,0.430528224
CTD-2555A7.1,0.430539763
NONHSAG042905,0.430580733
RPI002_005229,0.430617772
NONHSAG006636,0.430748927
NONHSAG033067,0.430755494
NONHSAG011718,0.430824733
NONHSAG013404,0.430867709
RPI002_004695,0.430879551
NONHSAG053736,0.43092229
NONHSAG014281,0.430934296
CTB-180A7.3,0.430940474
NONHSAG026846,0.430960012
RP11-23E10.2,0.431002169
CACNA1G-AS1,0.431017073
NONHSAG053324,0.431027539
RP1-67K17.4,0.431036848
LA16c-390E6.3,0.431037838
NONHSAG037615,0.431065192
NONHSAG047292,0.431082556
NONHSAG000355,0.431106991
RP11-573G6.6,0.431120881
NONHSAG037606,0.431122791
RPI002_005978,0.431162207
PTP4A1P3,0.431184891
RP11-244N9.4,0.431212139
ESR1,0.431215241
AC105760.2,0.431309304
RP11-474I16.8,0.431327236
RP11-266L9.5,0.431327751
RP11-977G19.14,0.431338112
AC008088.4,0.431346914
LINC00501,0.43136941
NONHSAG024329,0.43137368
BCAS2P1,0.431403503
MORF4L1P4,0.431427324
KB-1410C5.1,0.431479223
MTND1P9,0.431480403
NONHSAG022185,0.431491121
NONHSAG014258,0.431648411
RP11-526P5.2,0.43167832
NONHSAG053648,0.431684
NONHSAG008589,0.431698699
RP11-259F4.1,0.43173529
TPO,0.43174706
FAM230C,0.431753609
AC005550.5,0.43180583
NONHSAG003901,0.431832204
NONHSAG039147,0.431878862
HIF1A-AS2,0.431908002
RPI002_006358,0.431924372
NONHSAG007059,0.432102325
AL022344.5,0.432141955
MALAT1,0.43220601
RP11-27K13.3,0.432215144
RP11-681L8.1,0.432217425
WDFY3-AS2,0.432221005
PTMS,0.432233343
TRPC7-AS1,0.432290968
Y_RNA,0.432332689
SCFD1,0.432338389
RP11-159L20.2,0.432338389
RP11-76N22.3,0.432346784
NONHSAG018360,0.432351851
GOLGA8A,0.432428459
AC004471.9,0.43253245
NONHSAG012886,0.432532629
NONHSAG050859,0.432532847
NONHSAG029016,0.432533767
NONHSAG053450,0.432556348
RP11-556N21.4,0.432579002
NONHSAG032017,0.432612872
AC000123.4,0.432618824
CTD-2561B21.11,0.432620223
RP11-677O4.2,0.432662811
RASAL2-AS1,0.432779944
NONHSAG013896,0.432824393
NONHSAG048680,0.432834713
RP11-87F15.2,0.432873525
AC073236.3,0.432880166
RP11-363D14.1,0.432892629
NONHSAG044561,0.432967037
RN7SKP275,0.432969849
NONHSAG049483,0.433053795
CTD-2651B20.3,0.433068089
AC051649.16,0.433111456
FUBP3,0.433128098
RP11-334N17.1,0.4331577
ISG20,0.433160162
AC006159.5,0.433164154
MTL5,0.433164955
NONHSAG005016,0.433178234
NONHSAG018287,0.433187457
RPI002_004745,0.433197068
NONHSAG012107,0.433257498
NONHSAG047864,0.433291537
LL22NC03-86G7.1,0.433307879
RP11-727F15.11,0.433326156
RP11-422P24.10,0.433391536
NONHSAG027767,0.433401417
RP11-131L23.2,0.433423238
RP1-197O17.2,0.433434607
RP11-218F10.3,0.433442332
NONHSAG040295,0.433449809
RP11-436H11.1,0.433460937
NONHSAG016085,0.433501105
LINC00338,0.433526646
RP11-559N14.5,0.433559763
MIR4458,0.433578481
NONHSAG047621,0.433603837
AC011625.1,0.433608931
TM9SF3,0.433708
RP11-53B2.3,0.433721073
AC011933.2,0.433749101
NONHSAG025145,0.433755926
NONHSAG024467,0.433765999
RP11-10J5.1,0.433820475
NONHSAG036196,0.433820683
NONHSAG000061,0.433847344
GS1-531I17.2,0.433870744
SNRPE,0.433894594
SHC2,0.433945744
RP11-223I10.1,0.433946437
NONHSAG053150,0.433955586
RP1-184J9.2,0.433958116
NONHSAG013963,0.433960584
RUSC1-AS1,0.433965515
RP11-61L19.2,0.43399299
NONHSAG032924,0.434023606
RP11-637O11.2,0.434031807
TIMM21,0.434082478
ANP32B,0.434194358
NONHSAG009992,0.434195377
RP11-363E6.3,0.434198599
NLN,0.434243169
ACTN1-AS1,0.434259784
NONHSAG024780,0.434260001
RPI002_001524,0.43429816
NONHSAG026572,0.434330361
LINC00617,0.434379612
DAZAP2,0.434407277
NONHSAG037780,0.434433441
AC022154.7,0.434466891
CTD-2651B20.7,0.434469475
SATB2-AS1,0.434496319
NONHSAG042838,0.434516036
AC017116.11,0.434523511
RPI002_006579,0.434526527
RP11-10A14.5,0.434549236
RP11-807H7.2,0.434562728
NONHSAG016438,0.434600245
NONHSAG017172,0.434626517
AP000487.5,0.434636868
RP4-605O3.4,0.434672999
NONHSAG024177,0.434674076
RN7SKP166,0.434695202
NONHSAG027856,0.434729207
GALNT1,0.434760575
RP11-1217F2.13,0.434799177
FAM157A,0.434813082
APOPT1,0.434820697
PRICKLE2-AS3,0.434866092
NONHSAG000828,0.434968935
RP11-185B14.1,0.434981864
RP11-126O1.5,0.434992043
AC062029.1,0.435074584
NONHSAG029767,0.435076742
DNAJC3-AS1,0.435104756
TMEM44-AS1,0.435117214
TRIOBP,0.435134373
PPP1R26P1,0.435171659
RP5-942I16.1,0.435201701
NONHSAG041458,0.435211153
NONHSAG016877,0.435233809
RP11-144G6.4,0.435256719
PABPC5-AS1,0.435268778
EGFLAM-AS1,0.435273381
MS4A8,0.435318125
RP11-290H9.4,0.435334946
NONHSAG030823,0.435385739
RP11-615I2.2,0.435387272
NONHSAG035247,0.435491002
NONHSAG039911,0.435526103
RP11-728K20.2,0.435534351
NONHSAG052187,0.435540178
RP11-611L7.1,0.435568845
NONHSAG052627,0.435569098
RP11-545E8.1,0.43559399
RP11-589C21.5,0.435611952
NONHSAG053042,0.435624811
NONHSAG010604,0.435646011
RP13-439H18.4,0.435658525
NONHSAG047455,0.435679513
NONHSAG031085,0.435681238
RP11-476M19.2,0.435720796
NONHSAG035572,0.435778316
NONHSAG008942,0.43579665
AP000282.2,0.435820027
NONHSAG007655,0.435828518
PANDAR,0.435836211
TINCR,0.435842643
NONHSAG012303,0.435885114
TXNIP,0.435925809
RP11-3D23.1,0.435962028
NONHSAG037277,0.435970082
MATN1-AS1,0.435987887
AC011558.5,0.436012809
NONHSAG042613,0.436049774
NONHSAG049833,0.436055361
NONHSAG009419,0.436058493
SETP2,0.436127552
RP11-631F7.2,0.436172434
PLCB2,0.436190697
NONHSAG016509,0.436209082
AC004837.3,0.436228779
RP11-78O22.1,0.436261389
RN7SL767P,0.436274736
RP11-436H11.5,0.436322398
RPS26P21,0.436358543
NONHSAG006003,0.436378541
RP11-219F1.1,0.436389867
NONHSAG053781,0.436405417
GOLGA6L7P,0.436487613
NONHSAG009091,0.436499167
NONHSAG047550,0.436500606
RP11-61J19.4,0.436506469
RP11-434D11.4,0.436513386
VPS9D1-AS1,0.436514705
NONHSAG022113,0.436558429
CTD-2561B21.5,0.436594426
RP11-16C1.2,0.43660527
RDH13,0.436610009
ACTL6A,0.436652033
NONHSAG047423,0.436683299
NONHSAG038230,0.436740234
RP11-301G19.1,0.43674331
NONHSAG005573,0.436745972
NONHSAG004554,0.436756921
RP11-103H7.1,0.436801943
NONHSAG008811,0.436834798
NONHSAG026462,0.436889606
NONHSAG010833,0.436952351
GRPEL2P1,0.436977986
PPIL3,0.43702772
RP11-993B23.3,0.437056606
mycnos,0.437059499
NONHSAG026252,0.437084932
CTD-2050E21.1,0.437094574
NONHSAG012546,0.437108413
CTD-2135D7.2,0.437122807
NONHSAG026281,0.437129419
NONHSAG008298,0.437187317
RP1-29C18.8,0.437205917
AC005775.2,0.437246845
ITPK1-AS1,0.437248463
NONHSAG003519,0.4372785
NONHSAG009441,0.437283728
NONHSAG006421,0.437285704
NONHSAG024662,0.437299744
MIR4519,0.437366369
NEXN,0.437382725
RP11-738O11.13,0.437408019
NONHSAG030875,0.437420448
HCG20,0.437592456
NONHSAG019064,0.437606629
NONHSAG039130,0.437616243
YBX1P3,0.437617596
PLA2G5,0.437624366
NONHSAG043889,0.437674114
NONHSAG025436,0.437680016
LA16c-366D3.1,0.437724176
MRPS33P2,0.437731993
NONHSAG001828,0.437767237
STMN1,0.437802525
NONHSAG034526,0.43782493
CTB-131B5.4,0.437851429
NONHSAG027519,0.437870862
NONHSAG020432,0.437931838
CTC-429P9.1,0.437975287
AC008073.7,0.437995547
AC093673.5,0.438051659
hsa-mir-6080,0.438052151
CTC-429P9.4,0.438077567
CTD-2593A12.3,0.438204878
NONHSAG053977,0.438223627
CTD-2587H24.1,0.438232568
RPL5P28,0.438392517
RP11-322A17.1,0.43841099
NONHSAG002377,0.438434656
AC005357.1,0.438468171
RP11-305L7.7,0.438499536
RP11-567M16.3,0.438643863
NONHSAG024248,0.438643863
SEPT7P9,0.438688266
DNAJC9,0.438715367
NONHSAG028265,0.438792815
AC074138.3,0.438814998
RP11-521B24.5,0.438822573
NONHSAG051617,0.438858272
CTD-2021H9.2,0.438877637
RP11-29H23.7,0.43887912
NONHSAG004733,0.438882145
MED14-AS1,0.438888552
HMGB1P8,0.438934406
RP3-525N10.2,0.438943658
RPL34P34,0.439010485
RSBN1L-AS1,0.43901072
RP11-217B1.2,0.439102726
RP5-1085F17.3,0.43912064
NONHSAG029733,0.439131233
NONHSAG046928,0.439134578
RP11-305O6.3,0.439148071
NONHSAG020526,0.439196138
TCEB1P3,0.439286461
RP11-175D17.3,0.439293391
RP11-358M14.2,0.439297822
CTC-756D1.2,0.439330707
NONHSAG049767,0.439330707
NONHSAG043047,0.439334539
RP11-345P4.10,0.439388121
RP11-381K7.1,0.439419916
RP11-248G5.8,0.43947459
TIPARP-AS1,0.439496714
SERTAD4-AS1,0.439510934
RPI002_002422,0.439522055
AP000240.9,0.439524717
RP11-22C11.2,0.439525689
NONHSAG005284,0.439551103
SLC2A4RG,0.439554586
NONHSAG034143,0.439574693
RP11-445P19.1,0.439581603
PLAT,0.439593909
HMGN1P5,0.439624365
RP11-662J14.2,0.439674989
RPI002_002087,0.439682292
NONHSAG011526,0.439727501
LA16c-395F10.2,0.439762305
RP11-432J22.2,0.439770822
CTD-2026K11.3,0.439779353
RB1CC1,0.439782059
RP11-10J18.3,0.439802074
RP11-345P4.7,0.439832524
SLC35E2B,0.439832524
PPHLN1,0.439959567
NONHSAG039693,0.439970914
NONHSAG031853,0.440004076
CTA-217C2.1,0.440027583
AC073257.2,0.440063055
NONHSAG047089,0.440064079
MIR3615,0.44009552
NONHSAG053216,0.440108356
MTND4P27,0.440113353
NONHSAG052206,0.44014757
NONHSAG022357,0.440153682
NONHSAG002493,0.440168719
NONHSAG045392,0.44019034
ZNRF2P1,0.440193971
CDH6,0.440198449
NONHSAG004986,0.440213998
AC068610.3,0.440240849
LOC100129034,0.440251742
EGFR-AS1,0.44027786
LIPT1,0.440287567
FBXL21,0.44029276
NONHSAG054790,0.440320528
RP11-46C24.7,0.440354471
AC002310.7,0.4403936
RP11-146F11.5,0.4403936
NONHSAG034263,0.440398666
LPCAT2,0.440399486
LINC00529,0.440416382
NONHSAG027301,0.44042056
HMGN1P7,0.440422738
STX18-IT1,0.440429186
NONHSAG004455,0.440436913
NONHSAG006826,0.440459915
PAXBP1-AS1,0.440460819
CTC-345K18.2,0.440466067
ANGEL2,0.440474664
NONHSAG011416,0.440527822
B3GNT5,0.440537958
NONHSAG001196,0.440575873
NONHSAG036036,0.440606942
RP11-708J19.2,0.440612242
CTD-3220F14.1,0.440616247
NONHSAG001331,0.44062781
NONHSAG014863,0.440657612
NONHSAG042715,0.440671366
NONHSAG017995,0.440777466
RPI002_001447,0.440784198
AC010522.1,0.440799645
NONHSAG015746,0.440898731
RP11-308B16.2,0.440941091
CTC-507E2.1,0.440986436
RP11-78J21.4,0.440987983
NONHSAG036008,0.441033646
RP11-162J8.3,0.441100672
NONHSAG038327,0.441137431
NONHSAG010599,0.44120061
AC084117.3,0.441242197
RP11-144G6.12,0.441244247
CTD-2369P2.8,0.441278151
LINC00925,0.441287363
CTC-241F20.4,0.441290357
NONHSAG042393,0.441294559
FNTAP2,0.441316186
PPP1R1AP1,0.441320307
NONHSAG010516,0.441344175
NONHSAG002229,0.441366126
NONHSAG014968,0.441411047
NONHSAG054249,0.441421859
RP1-16A9.1,0.441436813
RP11-268G13.1,0.441503916
RN7SKP170,0.441544061
NONHSAG010036,0.441631799
NONHSAG050781,0.441649127
RPL34P31,0.441652635
NONHSAG041200,0.441692855
NONHSAG043684,0.441715561
OPCML-IT1,0.44173052
RAD50,0.441737538
NONHSAG020452,0.441747164
RPS6P20,0.441806836
RP11-469J4.3,0.44183673
NONHSAG044089,0.441854034
NONHSAG048189,0.441922334
NSRP1,0.441922377
UBE2V1P4,0.441924112
TPI1P3,0.442002345
RP11-130F10.1,0.442004686
LOC399815,0.442038447
RPI002_002201,0.442048271
CTD-2292M16.7,0.44205533
RP3-510D11.1,0.442108881
NONHSAG004173,0.442112462
CTD-2144E22.8,0.442223568
RP11-545P6.2,0.442245687
NONHSAG055438,0.442258701
ATF7IP2,0.44228462
NONHSAG037208,0.442296511
AC066593.1,0.442329241
NONHSAG039411,0.442343946
NONHSAG030371,0.442382708
RPI002_001542,0.442418888
KAT6B,0.442445828
NONHSAG017591,0.442467233
DIABLO,0.442471687
RP11-416A17.1,0.442502431
CTB-50L17.9,0.442514068
NONHSAG009002,0.442523645
RP1-50O24.6,0.442527545
RP11-510M2.7,0.442565883
SPAG6,0.442580648
RP11-110H1.4,0.442586369
RP11-417J8.3,0.442693807
AC005594.3,0.4426948
RP11-182J1.5,0.442723651
DNASE1L1,0.442725754
ZNF263,0.442758246
RP11-71J2.1,0.442795341
RP11-23B15.1,0.442858098
NONHSAG027346,0.442860384
AC002055.4,0.442864363
TPP2,0.442869805
NONHSAG022828,0.442884284
AC010729.1,0.442960542
SYT8,0.44298706
NONHSAG030331,0.442998795
XXyac-YX65C7_A.2,0.443007436
RP11-403N16.3,0.443091722
RP11-10N23.5,0.443123267
AC017099.3,0.443123497
RP11-275I14.4,0.443149121
AC022201.5,0.443154477
NONHSAG043829,0.443167645
AC016738.4,0.443205259
ZNF789,0.44322846
LA16c-349E10.1,0.443267239
WDR90,0.443267239
RP11-90O23.1,0.443347633
NONHSAG028897,0.44334864
PCAT6,0.443393132
NONHSAG014223,0.443433558
NONHSAG020137,0.443544132
DLG5-AS1,0.443657704
AF038458.3,0.443682586
RP11-179K3.2,0.443804258
AC006273.5,0.443822826
NONHSAG008567,0.443833444
RP11-432B6.1,0.443859332
METTL21A,0.443863819
KB-431C1.4,0.443874008
CTD-2515C13.1,0.443889391
RP11-239H6.2,0.443905992
NONHSAG015967,0.443928137
NONHSAG052739,0.443934062
NONHSAG032402,0.443955259
NONHSAG037124,0.443971726
NONHSAG053805,0.443981167
OPA1-AS1,0.444066049
RP11-368M16.3,0.444066815
NONHSAG052186,0.44406907
RP11-802F5.1,0.444085541
LINC00029,0.444134377
NONHSAG048691,0.444137119
GATM,0.444179055
NONHSAG034445,0.444203957
NONHSAG051939,0.444230477
MIR3150B,0.444238664
RP11-1069G10.1,0.444241995
RP11-981G7.1,0.444304309
NONHSAG040658,0.444332369
SLC25A15P1,0.444419454
NONHSAG042265,0.444431666
IFT74,0.444592932
RPI002_006125,0.444613004
WWC1,0.444650031
NONHSAG004025,0.444652108
NONHSAG005119,0.444654653
NONHSAG053535,0.444706821
AC099850.1,0.444726241
MTND1P16,0.444735972
NONHSAG022874,0.444748436
AC093585.6,0.444763613
AC005808.3,0.444786829
RP11-22N19.2,0.444790784
CTC-350I8.1,0.444815356
NONHSAG032140,0.444911793
RP11-45F15.2,0.444919918
RP11-126L15.4,0.44494015
RP11-317J10.2,0.444944962
NONHSAG027805,0.444946524
SPATA41,0.444960426
NONHSAG010295,0.444974314
CTD-2525I3.6,0.444975031
AC013268.5,0.444997159
NONHSAG049134,0.445011813
RPL34P33,0.445061719
RPI002_001459,0.445080056
CTD-2324F15.2,0.44508338
RPI002_003537,0.445112159
AC092669.3,0.445122875
GON4L,0.445212358
NONHSAG011155,0.445212686
NONHSAG004877,0.44522515
C9,0.445268278
RP11-713P17.3,0.445268593
NONHSAG055239,0.445271504
RP11-552F3.10,0.445272282
TRIM65,0.445272282
NONHSAG018855,0.445290281
RP11-211N8.7,0.445355546
RN7SL480P,0.445357734
NONHSAG037260,0.445360571
CTD-2231E14.8,0.445401546
RP1-63G5.7,0.445401899
NONHSAG000254,0.445409727
NONHSAG040792,0.445410038
RP11-342I1.2,0.445437103
LOC730101,0.445448675
PSMF1,0.44546287
UFM1,0.445477157
RP11-367H5.8,0.44555389
NONHSAG050726,0.445566381
CTA-363E6.5,0.445571049
NONHSAG049479,0.445647929
NONHSAG038389,0.445728032
NONHSAG018047,0.445729456
RP11-745A24.1,0.445767578
NONHSAG047699,0.445786743
AP003471.1,0.445797816
RP11-312B8.1,0.44584697
RP11-204E9.1,0.445862143
NONHSAG040991,0.445879848
NONHSAG017656,0.445908305
RP11-867G23.10,0.445926134
RP13-270P17.1,0.445961322
NONHSAG002615,0.445964704
AP001412.1,0.44598301
GS1-279B7.2,0.445983076
RP11-102M11.2,0.446031742
NONHSAG025040,0.446081442
AP000619.6,0.446119701
NONHSAG031136,0.446162363
RP11-253E3.3,0.446172904
CHCHD5,0.446215037
RPI002_006892,0.446216808
AC007563.4,0.446264182
LINC00842,0.446264582
NONHSAG044057,0.446271753
RP11-485O10.3,0.446276478
ZFAND1,0.446297597
AC074117.10,0.446308023
RPI002_000589,0.446310289
RP11-86A5.1,0.446320805
NONHSAG005495,0.446346834
RP11-963H1.1,0.446372309
RP11-8L18.2,0.446426055
RP5-977B1.7,0.446426806
RP11-98L5.5,0.446470148
LA16c-390E6.4,0.446485433
NONHSAG041562,0.446497487
NONHSAG018280,0.446530772
UBA52P8,0.446545302
RP5-837J1.1,0.446551431
AP000343.2,0.446584265
NONHSAG013802,0.446599885
NONHSAG032497,0.446609119
RP1-302G2.5,0.446636704
RP11-390B4.5,0.446647092
RP1-196A12.1,0.446649668
NONHSAG052992,0.4466613
NONHSAG040502,0.446685818
NONHSAG027588,0.446705416
NONHSAG042392,0.446734921
NONHSAG041970,0.446758556
RP11-474J18.1,0.446782479
RP11-552E4.2,0.446786828
AC004019.10,0.446794281
RPI002_005204,0.446834164
HNRNPA3,0.44683573
RP11-603B24.1,0.44689102
TATDN2P3,0.446915073
ATP6V0E2-AS1,0.446938129
RP4-751H13.7,0.446938129
NONHSAG024675,0.446950744
RN7SL501P,0.447025409
CASP8AP2,0.447117899
RPL7AP31,0.447126393
RP11-386G11.5,0.447178967
NONHSAG037888,0.447188997
RP11-38L15.8,0.44721831
RP11-455F5.5,0.447270208
RP3-441A12.1,0.447271371
NONHSAG040470,0.447289275
RBFOX2,0.447330585
MRGPRG-AS1,0.447351357
RP11-665C16.6,0.447379758
RP11-662B19.1,0.447380231
AC006372.5,0.447382057
NDST1,0.447403699
THRAP3P1,0.447446074
NONHSAG042352,0.447455529
RPL36AP43,0.447457706
COL1A2,0.447512203
NONHSAG028989,0.447551292
CTD-3184A7.4,0.447557178
RP3-340N1.6,0.447669509
NONHSAG041751,0.447718398
NONHSAG036637,0.447734558
CACYBPP3,0.447762599
NONHSAG026703,0.447799509
TAF1D,0.44783832
NONHSAG001973,0.447841754
RP11-164P12.3,0.447848941
RP4-631H13.5,0.447971692
NONHSAG013965,0.447991128
NONHSAG005471,0.448008631
RP4-575N6.4,0.44801114
RP11-1212A22.1,0.448025681
RP11-91G21.1,0.448028137
NONHSAG041512,0.448033562
NONHSAG050565,0.448058569
NONHSAG018177,0.448084482
AC113189.5,0.448111425
NONHSAG007470,0.448118562
NONHSAG022283,0.448133805
