lncRNA,score,rank
NONMMUG001135,0.219780969,21790
NONMMUG003871,0.219769046,21791
NONMMUG008484,0.219766343,21792
NONMMUG045995,0.219761167,21793
NONMMUG021598,0.219735669,21794
Gm9436,0.219726064,21795
NONMMUG034301,0.219725973,21796
NONMMUG014428,0.219700469,21797
NONMMUG033997,0.219680327,21798
4930564G21Rik,0.21966674,21799
Gm17201,0.219639538,21800
NONMMUG022501,0.219611026,21801
RPI002_014040,0.219557405,21802
RPI002_014106,0.219557405,21803
NONMMUG037419,0.219554948,21804
RPI002_010908,0.219519477,21805
NONMMUG002513,0.219518324,21806
NONMMUG041501,0.219498602,21807
NONMMUG016256,0.21947285,21808
NONMMUG020078,0.219465752,21809
NONMMUG038112,0.219418838,21810
NONMMUG019307,0.219391685,21811
Gm15423,0.219387545,21812
NONMMUG039810,0.219364137,21813
NONMMUG003278,0.219356563,21814
Gm15354,0.21934216,21815
NONMMUG032155,0.219320325,21816
NONMMUG045326,0.21929056,21817
NONMMUG010065,0.219264939,21818
Gm12959,0.219261038,21819
NONMMUG015813,0.21924713,21820
NONMMUG020620,0.219232969,21821
NONMMUG011403,0.219221992,21822
NONMMUG002018,0.219211527,21823
NONMMUG028015,0.219207091,21824
NONMMUG045909,0.219204235,21825
NONMMUG028773,0.219196317,21826
NONMMUG036498,0.219189342,21827
BC046401,0.219173389,21828
NONMMUG000147,0.219171362,21829
Gm11417,0.219168049,21830
NONMMUG003741,0.219151227,21831
NONMMUG019965,0.219092613,21832
NONMMUG034649,0.219071898,21833
Gm14236,0.219027026,21834
NONMMUG031831,0.218957774,21835
NONMMUG001601,0.218957009,21836
Gm14616,0.218944529,21837
1700042O10Rik,0.218932233,21838
NONMMUG011406,0.218900291,21839
NONMMUG007056,0.218871469,21840
NONMMUG037842,0.218846572,21841
RPI002_008271,0.218840909,21842
3110039M20Rik,0.218818865,21843
NONMMUG035593,0.21880874,21844
Gm17023,0.218791559,21845
NONMMUG010235,0.218788539,21846
NONMMUG044976,0.218784551,21847
NONMMUG020801,0.218775595,21848
NONMMUG020550,0.218760739,21849
NONMMUG029606,0.218736413,21850
NONMMUG004598,0.218715593,21851
NONMMUG020807,0.218697953,21852
NONMMUG011799,0.21867593,21853
NONMMUG030477,0.21865952,21854
NONMMUG018687,0.218636324,21855
NONMMUG029537,0.218627694,21856
NONMMUG002533,0.218610965,21857
RPI002_008106,0.218574587,21858
Gm14168,0.218540652,21859
Gm12526,0.218534056,21860
NONMMUG015186,0.218531556,21861
NONMMUG026388,0.218511195,21862
NONMMUG046253,0.218496495,21863
RPI002_013284,0.218475136,21864
NONMMUG029621,0.218471339,21865
NONMMUG017092,0.218436015,21866
Gm15904,0.218425152,21867
NONMMUG042284,0.218419182,21868
NONMMUG037278,0.2183779,21869
NONMMUG026941,0.218329989,21870
NONMMUG024039,0.218281184,21871
RP23-433F5.4,0.218259191,21872
Gm12806,0.218255478,21873
Gm11410,0.218243971,21874
NONMMUG030925,0.218240791,21875
NONMMUG038397,0.218222603,21876
NONMMUG042232,0.21821269,21877
NONMMUG038815,0.218212307,21878
RPI002_010965,0.218202515,21879
NONMMUG002321,0.218192002,21880
NONMMUG036060,0.218182311,21881
Gm11342,0.218156689,21882
NONMMUG035893,0.218141107,21883
RPI002_011889,0.21813066,21884
NONMMUG017594,0.218121673,21885
NONMMUG016780,0.218119074,21886
NONMMUG045674,0.218097533,21887
NONMMUG034955,0.218068326,21888
RPI002_012858,0.218062329,21889
NONMMUG002573,0.218045812,21890
NONMMUG029901,0.217997619,21891
NONMMUG040835,0.217982484,21892
NONMMUG042031,0.217957642,21893
NONMMUG030271,0.217955406,21894
NONMMUG025764,0.217948506,21895
Gm15988,0.217945717,21896
NONMMUG039129,0.217937692,21897
NONMMUG028887,0.217937577,21898
NONMMUG003905,0.217933261,21899
NONMMUG022664,0.217910094,21900
NONMMUG015160,0.21787887,21901
NONMMUG008012,0.217869814,21902
NONMMUG024831,0.217858711,21903
Gm13807,0.217809866,21904
NONMMUG017308,0.217787656,21905
Gm23183,0.217785212,21906
NONMMUG040509,0.217780885,21907
NONMMUG020889,0.217731768,21908
NONMMUG026804,0.21773086,21909
NONMMUG031994,0.217717387,21910
NONMMUG037820,0.217706684,21911
NONMMUG010476,0.2177009,21912
Gm12953,0.217692421,21913
NONMMUG025983,0.217645153,21914
NONMMUG020474,0.217642914,21915
Gm13899,0.217635924,21916
NONMMUG013303,0.217616838,21917
NONMMUG044016,0.217612288,21918
NONMMUG001686,0.217610994,21919
NONMMUG003852,0.217590034,21920
NONMMUG036221,0.217580703,21921
RPI002_013548,0.21757637,21922
NONMMUG024534,0.217556685,21923
NONMMUG016833,0.217553382,21924
NONMMUG022659,0.217536265,21925
NONMMUG043315,0.217520573,21926
NONMMUG038352,0.217501051,21927
NONMMUG031428,0.217474241,21928
NONMMUG023857,0.217361076,21929
NONMMUG034523,0.217353344,21930
Gm12458,0.217352868,21931
NONMMUG005721,0.217349522,21932
NONMMUG017525,0.217329342,21933
NONMMUG033039,0.217322469,21934
NONMMUG028645,0.217312409,21935
NONMMUG027448,0.217307687,21936
NONMMUG014482,0.217268985,21937
NONMMUG042081,0.217249115,21938
NONMMUG008573,0.217244049,21939
RPI002_013359,0.217240325,21940
Gm11520,0.217236612,21941
NONMMUG036861,0.217232812,21942
NONMMUG041910,0.217225158,21943
NONMMUG045829,0.217223259,21944
NONMMUG042861,0.217214078,21945
NONMMUG009829,0.217206179,21946
NONMMUG045858,0.217200885,21947
NONMMUG038853,0.217131802,21948
NONMMUG014419,0.217130788,21949
NONMMUG029733,0.217122937,21950
NONMMUG041487,0.217121195,21951
NONMMUG032308,0.217107408,21952
NONMMUG002742,0.217104247,21953
NONMMUG035232,0.217100577,21954
NONMMUG038326,0.217093054,21955
NONMMUG036736,0.217068531,21956
NONMMUG041677,0.217046898,21957
Gm14664,0.217042432,21958
Gm15008,0.217039739,21959
NONMMUG005203,0.217024706,21960
4930403O15Rik,0.217022658,21961
4930486I03Rik,0.217021427,21962
NONMMUG003350,0.217002133,21963
NONMMUG001383,0.216979215,21964
NONMMUG022832,0.216972285,21965
NONMMUG001085,0.216953656,21966
NONMMUG043124,0.216936079,21967
NONMMUG026648,0.216935162,21968
NONMMUG044052,0.216900223,21969
NONMMUG000700,0.216898591,21970
NONMMUG041606,0.216879702,21971
NONMMUG009197,0.216877844,21972
NONMMUG006838,0.216864442,21973
RP23-4F1.5,0.21684674,21974
NONMMUG036673,0.216801619,21975
NONMMUG038159,0.216799123,21976
Gm13254,0.216790837,21977
NONMMUG022188,0.216777695,21978
NONMMUG014727,0.216744356,21979
NONMMUG017088,0.216729164,21980
NONMMUG002295,0.216723346,21981
NONMMUG028029,0.216722541,21982
NONMMUG024731,0.216713982,21983
NONMMUG029492,0.216695488,21984
NONMMUG015278,0.216693655,21985
NONMMUG028132,0.216691221,21986
NONMMUG009953,0.216686918,21987
Gm25363,0.21665527,21988
5830403M04Rik,0.216627421,21989
Gm16235,0.216624048,21990
Has2as,0.216607161,21991
Gm7502,0.216589073,21992
NONMMUG017896,0.216585859,21993
NONMMUG012275,0.216578298,21994
NONMMUG040548,0.216566684,21995
Gm12635,0.216553232,21996
NONMMUG038075,0.216532373,21997
Gm3235,0.216512385,21998
NONMMUG010708,0.216504415,21999
NONMMUG013664,0.216498874,22000
NONMMUG016941,0.216479506,22001
NONMMUG014223,0.216452304,22002
NONMMUG038134,0.216440969,22003
NONMMUG006005,0.216430887,22004
NONMMUG000070,0.216425992,22005
NONMMUG006162,0.216409735,22006
NONMMUG006216,0.216390312,22007
NONMMUG036359,0.216375669,22008
NONMMUG026859,0.216367229,22009
NONMMUG026364,0.216341016,22010
NONMMUG033375,0.216316932,22011
NONMMUG027091,0.216300287,22012
NONMMUG017521,0.21629272,22013
NONMMUG016965,0.216278347,22014
NONMMUG013418,0.216275367,22015
NONMMUG042249,0.216254284,22016
NONMMUG014042,0.216209483,22017
NONMMUG001784,0.216166337,22018
NONMMUG027816,0.216157298,22019
NONMMUG004200,0.216129656,22020
NONMMUG009120,0.216123447,22021
NONMMUG017286,0.216077997,22022
NONMMUG018999,0.216077655,22023
NONMMUG035687,0.21607349,22024
Gm26167,0.216052056,22025
NONMMUG008084,0.216040772,22026
NONMMUG027559,0.216007711,22027
NONMMUG001407,0.216007562,22028
NONMMUG023492,0.215998401,22029
Gm15634,0.215936104,22030
NONMMUG018690,0.215911069,22031
NONMMUG023140,0.215900842,22032
NONMMUG013899,0.215896995,22033
Gm15589,0.215894124,22034
NONMMUG026756,0.215890095,22035
NONMMUG024948,0.215883204,22036
AC144860.1,0.215873036,22037
AC140392.1,0.215857078,22038
NONMMUG014626,0.215855155,22039
NONMMUG046012,0.215838578,22040
NONMMUG029616,0.215794694,22041
NONMMUG043063,0.215769153,22042
NONMMUG004870,0.21575715,22043
AC142266.1,0.215744735,22044
Gm13556,0.215729011,22045
NONMMUG045934,0.21572151,22046
NONMMUG041970,0.215716292,22047
RPI002_012242,0.215712415,22048
NONMMUG013430,0.21571075,22049
NONMMUG032613,0.215702995,22050
NONMMUG011292,0.21569404,22051
NONMMUG005765,0.215690625,22052
AC140333.1,0.215682619,22053
NONMMUG044100,0.215682422,22054
NONMMUG003870,0.215679178,22055
NONMMUG000571,0.215660561,22056
NONMMUG005839,0.21563525,22057
NONMMUG038590,0.21563108,22058
NONMMUG010488,0.215626603,22059
NONMMUG040024,0.215621115,22060
NONMMUG016980,0.215601506,22061
NONMMUG015848,0.215592271,22062
NONMMUG012405,0.215587026,22063
NONMMUG016771,0.215575162,22064
NONMMUG030976,0.215555955,22065
NONMMUG021618,0.21554973,22066
NONMMUG011009,0.215514667,22067
NONMMUG037612,0.2154556,22068
NONMMUG038209,0.215451848,22069
NONMMUG015174,0.215379842,22070
NONMMUG032022,0.215286466,22071
NONMMUG033716,0.215280978,22072
NONMMUG027560,0.215272277,22073
NONMMUG027220,0.215267507,22074
NONMMUG026304,0.21526482,22075
NONMMUG002944,0.215237359,22076
NONMMUG039459,0.215226653,22077
NONMMUG021838,0.215220973,22078
Gm11588,0.215169054,22079
NONMMUG023220,0.215168181,22080
Gm23037,0.215155368,22081
1700057H15Rik,0.215142264,22082
NONMMUG031470,0.215126723,22083
NONMMUG015882,0.215124969,22084
NONMMUG028099,0.215107171,22085
NONMMUG021149,0.215091069,22086
NONMMUG017116,0.215088532,22087
Gm12301,0.215083708,22088
NONMMUG038376,0.215057009,22089
NONMMUG043718,0.215013239,22090
NONMMUG045614,0.215002964,22091
NONMMUG009973,0.214995103,22092
NONMMUG016577,0.214956056,22093
NONMMUG035123,0.214919537,22094
NONMMUG036186,0.214916387,22095
NONMMUG029382,0.21490344,22096
NONMMUG043044,0.214870564,22097
Gm12288,0.214843098,22098
Gm12750,0.214808017,22099
NONMMUG020613,0.214768262,22100
NONMMUG031105,0.214766633,22101
NONMMUG039287,0.214762857,22102
Gm15422,0.21476138,22103
NONMMUG033771,0.214749572,22104
NONMMUG038053,0.214698033,22105
NONMMUG046130,0.21469786,22106
NONMMUG040410,0.214689315,22107
NONMMUG001405,0.214673438,22108
NONMMUG000009,0.214668099,22109
NONMMUG044985,0.214667881,22110
NONMMUG013159,0.214660274,22111
NONMMUG035707,0.214656191,22112
NONMMUG040109,0.21464235,22113
NONMMUG018801,0.214631233,22114
Gm16062,0.214598082,22115
Scarna10,0.214554311,22116
NONMMUG032852,0.214544039,22117
NONMMUG016645,0.214532971,22118
NONMMUG008911,0.214526821,22119
NONMMUG005886,0.21451177,22120
NONMMUG014426,0.214481192,22121
NONMMUG003839,0.214437753,22122
NONMMUG003399,0.214430418,22123
NONMMUG003331,0.214421459,22124
NONMMUG002382,0.214416714,22125
NONMMUG001399,0.21439003,22126
NONMMUG028037,0.214358931,22127
NONMMUG042997,0.214302109,22128
NONMMUG040558,0.214274509,22129
Gm16352,0.2142487,22130
NONMMUG043702,0.214243423,22131
RPI002_013678,0.21420416,22132
NONMMUG031939,0.214199815,22133
NONMMUG005544,0.214187291,22134
NONMMUG004533,0.214158713,22135
NONMMUG005639,0.21415456,22136
NONMMUG035162,0.214133927,22137
Gm11351,0.214117072,22138
NONMMUG019552,0.214082503,22139
NONMMUG003329,0.214075755,22140
NONMMUG002936,0.214075619,22141
NONMMUG023898,0.213994485,22142
NONMMUG037344,0.213950795,22143
Gm15948,0.213928429,22144
NONMMUG030836,0.213923023,22145
NONMMUG003106,0.213914619,22146
Gm13511,0.213882204,22147
NONMMUG004846,0.213848189,22148
NONMMUG038753,0.213822957,22149
NONMMUG013782,0.213776576,22150
NONMMUG043078,0.213691134,22151
NONMMUG018230,0.21363385,22152
NONMMUG000369,0.213626399,22153
NONMMUG023557,0.213617207,22154
NONMMUG041167,0.213615962,22155
NONMMUG034876,0.213592015,22156
NONMMUG018006,0.213590378,22157
NONMMUG015683,0.213570516,22158
Gm20617,0.213565822,22159
NONMMUG007698,0.213558925,22160
9430041J12Rik,0.213546666,22161
NONMMUG003277,0.213462856,22162
NONMMUG011395,0.213455282,22163
NONMMUG029905,0.213455024,22164
NONMMUG039366,0.213428073,22165
6530401F13Rik,0.213413504,22166
NONMMUG015580,0.213361527,22167
NONMMUG017944,0.213354208,22168
Gm1720,0.213335558,22169
Gm13849,0.213272346,22170
NONMMUG006008,0.213204686,22171
NONMMUG015825,0.21320415,22172
NONMMUG018371,0.213186434,22173
NONMMUG003340,0.213160092,22174
Gm15240,0.213159331,22175
NONMMUG040344,0.213141771,22176
Gm12304,0.213105358,22177
Gm15915,0.213096986,22178
NONMMUG021900,0.213061888,22179
NONMMUG042920,0.213061134,22180
NONMMUG032154,0.213022816,22181
AC163291.1,0.212910224,22182
NONMMUG036235,0.212896588,22183
NONMMUG014481,0.212895452,22184
NONMMUG026208,0.212840025,22185
NONMMUG038181,0.21283097,22186
NONMMUG026140,0.212825151,22187
NONMMUG038080,0.212823085,22188
NONMMUG041368,0.212794338,22189
NONMMUG000183,0.212747186,22190
NONMMUG034710,0.212744408,22191
NONMMUG045309,0.212699539,22192
NONMMUG017402,0.212649463,22193
NONMMUG040389,0.212614523,22194
NONMMUG003282,0.212605001,22195
NONMMUG015154,0.212569305,22196
NONMMUG032676,0.212567653,22197
NONMMUG004621,0.21254269,22198
NONMMUG036846,0.212542345,22199
NONMMUG044831,0.212536239,22200
4931403E22Rik,0.212509402,22201
NONMMUG019894,0.212358219,22202
NONMMUG001715,0.212311472,22203
NONMMUG041330,0.21228467,22204
NONMMUG041759,0.212237246,22205
NONMMUG001436,0.2122327,22206
NONMMUG011852,0.212228653,22207
NONMMUG004483,0.212212592,22208
NONMMUG040909,0.21218347,22209
RPI002_012188,0.212180802,22210
NONMMUG010765,0.2121552,22211
NONMMUG029025,0.212154434,22212
NONMMUG010344,0.212132025,22213
NONMMUG044982,0.212131254,22214
NONMMUG017291,0.212058991,22215
NONMMUG041481,0.212047033,22216
NONMMUG046280,0.212035168,22217
NONMMUG002814,0.21198466,22218
NONMMUG009787,0.211956533,22219
NONMMUG034449,0.211949239,22220
Gm15702,0.211933519,22221
NONMMUG042908,0.211929634,22222
NONMMUG000843,0.211911448,22223
RPI002_008250,0.211899235,22224
NONMMUG019426,0.211894557,22225
NONMMUG042683,0.211891819,22226
NONMMUG014039,0.211881095,22227
NONMMUG010571,0.211855198,22228
NONMMUG043355,0.211850194,22229
NONMMUG016500,0.211845114,22230
NONMMUG034226,0.211803616,22231
NONMMUG005068,0.211702611,22232
NONMMUG041116,0.211698723,22233
NONMMUG038811,0.21165651,22234
NONMMUG034720,0.211635431,22235
NONMMUG042985,0.211597197,22236
NONMMUG034880,0.211578337,22237
NONMMUG001906,0.211564258,22238
NONMMUG026684,0.211545388,22239
NONMMUG003974,0.211537786,22240
RPI002_011355,0.211528906,22241
NONMMUG009272,0.211508996,22242
NONMMUG028585,0.211484395,22243
NONMMUG004517,0.211474301,22244
Gm15036,0.211467517,22245
NONMMUG031454,0.21144415,22246
NONMMUG005862,0.211415731,22247
NONMMUG029736,0.211409183,22248
NONMMUG031184,0.211395392,22249
Gm23250,0.211340621,22250
NONMMUG011084,0.211287465,22251
NONMMUG028572,0.211284063,22252
NONMMUG013403,0.211262661,22253
NONMMUG002158,0.211252678,22254
Gm17225,0.211246042,22255
NONMMUG041531,0.211213861,22256
Gm15942,0.211192707,22257
NONMMUG041768,0.211169637,22258
NONMMUG039313,0.211098271,22259
NONMMUG002348,0.211047061,22260
Gm12506,0.211031478,22261
NONMMUG025220,0.21096666,22262
NONMMUG032433,0.210962453,22263
Gm25971,0.210936772,22264
NONMMUG044987,0.210925528,22265
NONMMUG007108,0.210889665,22266
NONMMUG032704,0.210868152,22267
NONMMUG009494,0.21084729,22268
NONMMUG013918,0.21083251,22269
Gm12937,0.210831559,22270
NONMMUG013768,0.21082299,22271
Gm15717,0.210812256,22272
NONMMUG031689,0.210810889,22273
NONMMUG042095,0.21080245,22274
NONMMUG020957,0.210784031,22275
NONMMUG009480,0.210738247,22276
NONMMUG026338,0.210736321,22277
NONMMUG000758,0.210719593,22278
NONMMUG017468,0.21071832,22279
NONMMUG045438,0.210694994,22280
NONMMUG029166,0.210676286,22281
Gm16217,0.210651428,22282
Gm12214,0.210645275,22283
Gm16294,0.210621273,22284
NONMMUG024652,0.21061474,22285
NONMMUG025000,0.210593097,22286
NONMMUG033150,0.210582307,22287
NONMMUG022110,0.2105763,22288
NONMMUG026574,0.210554746,22289
NONMMUG024949,0.210554739,22290
Gm13716,0.210528859,22291
Gm14009,0.210527469,22292
NONMMUG016674,0.210524147,22293
NONMMUG021644,0.210499483,22294
NONMMUG008818,0.210480136,22295
NONMMUG017338,0.210436191,22296
Gm11197,0.210424417,22297
NONMMUG034418,0.210413841,22298
NONMMUG030671,0.210369638,22299
Gm13312,0.210362623,22300
NONMMUG040343,0.210345065,22301
NONMMUG011672,0.210332601,22302
NONMMUG003219,0.210316886,22303
NONMMUG002694,0.210288007,22304
NONMMUG005922,0.210280008,22305
NONMMUG035709,0.210266471,22306
NONMMUG044200,0.21024545,22307
NONMMUG038258,0.21024153,22308
NONMMUG010262,0.210229597,22309
NONMMUG017444,0.21022055,22310
NONMMUG045319,0.210167823,22311
NONMMUG026342,0.210152531,22312
NONMMUG005392,0.210126359,22313
NONMMUG019951,0.210105692,22314
NONMMUG011352,0.210066674,22315
NONMMUG036679,0.210060115,22316
NONMMUG032131,0.209981582,22317
NONMMUG041917,0.209959807,22318
NONMMUG027305,0.209953136,22319
NONMMUG017484,0.209930418,22320
NONMMUG028202,0.209917754,22321
NONMMUG038773,0.209905019,22322
NONMMUG011629,0.209903785,22323
NONMMUG022012,0.209861721,22324
NONMMUG021971,0.209845138,22325
Gm3267,0.209827816,22326
RPI002_012474,0.209809257,22327
NONMMUG039441,0.209802509,22328
NONMMUG036108,0.209799138,22329
Gm14504,0.209787626,22330
NONMMUG008842,0.209786987,22331
NONMMUG003573,0.209771635,22332
NONMMUG025290,0.209728623,22333
NONMMUG020743,0.209694139,22334
NONMMUG029597,0.209687472,22335
NONMMUG007802,0.209678313,22336
NONMMUG006898,0.209677248,22337
NONMMUG035189,0.2096502,22338
NONMMUG018041,0.209649839,22339
NONMMUG014129,0.209640678,22340
RPI002_013761,0.20963406,22341
NONMMUG035006,0.209628823,22342
NONMMUG000329,0.209625981,22343
NONMMUG013125,0.209568037,22344
NONMMUG041684,0.209485745,22345
NONMMUG032108,0.209484808,22346
NONMMUG016334,0.209459727,22347
NONMMUG024722,0.209458976,22348
NONMMUG042763,0.209454365,22349
RPI002_013481,0.209388447,22350
RPI002_013720,0.209385472,22351
NONMMUG001573,0.209356382,22352
Tardbp,0.209349525,22353
NONMMUG019527,0.209344851,22354
NONMMUG044723,0.209321748,22355
NONMMUG013369,0.209321589,22356
NONMMUG037102,0.209313964,22357
NONMMUG001118,0.209279353,22358
Gm11849,0.209271596,22359
AC161521.1,0.209232258,22360
NONMMUG012698,0.209214368,22361
NONMMUG001650,0.209209728,22362
NONMMUG044756,0.209200822,22363
NONMMUG003994,0.209124758,22364
NONMMUG043203,0.209122453,22365
Gm11407,0.209100173,22366
Gm16146,0.208996259,22367
Gm20468,0.208962203,22368
3300002A11Rik,0.208947412,22369
NONMMUG012999,0.208937712,22370
NONMMUG034946,0.208935954,22371
NONMMUG001842,0.208929347,22372
NONMMUG033922,0.208899483,22373
NONMMUG027031,0.208876897,22374
Gm13994,0.208829932,22375
NONMMUG006893,0.208822426,22376
Gm16139,0.208820079,22377
NONMMUG012978,0.208818416,22378
NONMMUG041456,0.208773914,22379
NONMMUG009175,0.208769168,22380
NONMMUG042148,0.208711122,22381
NONMMUG014502,0.208708404,22382
NONMMUG021522,0.20865782,22383
NONMMUG026091,0.208650729,22384
Gm15129,0.208620112,22385
NONMMUG021970,0.208559996,22386
NONMMUG040241,0.208555398,22387
NONMMUG032016,0.208479033,22388
NONMMUG039905,0.208477372,22389
NONMMUG018044,0.208470722,22390
Gm12145,0.208454646,22391
NONMMUG038980,0.208449504,22392
NONMMUG032192,0.208438715,22393
Gm12746,0.208400511,22394
RP24-271M20.7,0.208367992,22395
NONMMUG042987,0.208366245,22396
NONMMUG024884,0.208363225,22397
NONMMUG043328,0.208295864,22398
NONMMUG019222,0.208236453,22399
NONMMUG013925,0.208236416,22400
NONMMUG024841,0.20818251,22401
NONMMUG035644,0.208171749,22402
NONMMUG021894,0.208134582,22403
NONMMUG042187,0.208124657,22404
NONMMUG009643,0.208095876,22405
NONMMUG027905,0.208088779,22406
NONMMUG013387,0.208055021,22407
Gm12119,0.208045485,22408
NONMMUG012231,0.208019399,22409
NONMMUG035014,0.208016993,22410
NONMMUG001455,0.208011446,22411
NONMMUG044996,0.207978049,22412
NONMMUG010785,0.207944915,22413
NONMMUG036580,0.207934001,22414
NONMMUG010340,0.207931057,22415
NONMMUG038555,0.207916537,22416
NONMMUG027870,0.207907298,22417
NONMMUG035441,0.207861077,22418
NONMMUG007779,0.207804163,22419
NONMMUG004217,0.207736482,22420
NONMMUG021456,0.207690207,22421
NONMMUG033051,0.207681905,22422
RPI002_013722,0.207640927,22423
NONMMUG002855,0.207618058,22424
NONMMUG004511,0.207608473,22425
RPI001_355151,0.207601832,22426
NONMMUG004448,0.207540109,22427
NONMMUG019510,0.2075099,22428
Gm12754,0.207500496,22429
NONMMUG019189,0.207500356,22430
NONMMUG020605,0.207499259,22431
NONMMUG044102,0.207465026,22432
RP24-414A22.4,0.207464081,22433
NONMMUG021918,0.207451659,22434
Gm16556,0.207443532,22435
NONMMUG003006,0.20743614,22436
NONMMUG015201,0.20742322,22437
RPI002_011043,0.20737238,22438
NONMMUG044063,0.207372061,22439
NONMMUG013764,0.207330117,22440
NONMMUG012660,0.207289993,22441
NONMMUG044988,0.207243616,22442
NONMMUG006679,0.207124028,22443
Gm13554,0.207089271,22444
NONMMUG009336,0.207084744,22445
NONMMUG012209,0.207061364,22446
NONMMUG027848,0.207019761,22447
NONMMUG031775,0.20701353,22448
NONMMUG001430,0.207009991,22449
NONMMUG019396,0.206998725,22450
NONMMUG004389,0.206994704,22451
NONMMUG031472,0.206990111,22452
NONMMUG028516,0.206950838,22453
NONMMUG014725,0.206946419,22454
NONMMUG038823,0.206944347,22455
NONMMUG009468,0.206927096,22456
NONMMUG005864,0.20691718,22457
NONMMUG031888,0.206871977,22458
NONMMUG008642,0.206840743,22459
NONMMUG011215,0.2068268,22460
Gm13905,0.206823334,22461
NONMMUG011441,0.206776284,22462
NONMMUG004297,0.206774608,22463
NONMMUG028384,0.206747817,22464
RPI002_008993,0.206684547,22465
NONMMUG011241,0.206660333,22466
NONMMUG025863,0.206658338,22467
Gm26027,0.2066446,22468
NONMMUG039244,0.206626569,22469
NONMMUG019196,0.206597725,22470
NONMMUG013245,0.206593724,22471
NONMMUG002677,0.206576162,22472
Gm6429,0.206530349,22473
NONMMUG003166,0.206445221,22474
Gm16119,0.206432322,22475
NONMMUG044971,0.206396912,22476
NONMMUG028622,0.20639349,22477
Gm11184,0.206393481,22478
NONMMUG027104,0.206373163,22479
NONMMUG007175,0.206358263,22480
NONMMUG029540,0.206312186,22481
NONMMUG026443,0.206293361,22482
NONMMUG042135,0.2062815,22483
NONMMUG022158,0.206193277,22484
Gm12935,0.20619009,22485
Gm15591,0.206162737,22486
NONMMUG023777,0.206110877,22487
NONMMUG010014,0.206085724,22488
NONMMUG027225,0.206078278,22489
Gm12010,0.206076972,22490
BC065397,0.206058103,22491
4930511M06Rik,0.206051414,22492
NONMMUG029342,0.206007891,22493
NONMMUG015674,0.205996523,22494
NONMMUG030579,0.205963659,22495
NONMMUG005798,0.205960096,22496
NONMMUG015921,0.205936327,22497
NONMMUG018642,0.205931005,22498
NONMMUG005591,0.205875881,22499
NONMMUG041695,0.205868115,22500
NONMMUG024195,0.20585085,22501
RPI002_010640,0.205846023,22502
NONMMUG041310,0.205832245,22503
NONMMUG010381,0.205832235,22504
NONMMUG006676,0.205796703,22505
Gm12531,0.205785938,22506
NONMMUG032351,0.20577186,22507
NONMMUG030028,0.205759362,22508
Gm14216,0.205756995,22509
NONMMUG040787,0.205721536,22510
NONMMUG041032,0.205702483,22511
NONMMUG038165,0.205697066,22512
NONMMUG016652,0.205679326,22513
Gm11716,0.205675867,22514
NONMMUG019708,0.205673994,22515
NONMMUG027878,0.205647906,22516
Gm11455,0.205646828,22517
NONMMUG023255,0.205608581,22518
NONMMUG043520,0.205604255,22519
NONMMUG040801,0.205602481,22520
NONMMUG043569,0.205565818,22521
NONMMUG018553,0.205557264,22522
NONMMUG000007,0.20555305,22523
NONMMUG012889,0.205541264,22524
NONMMUG045810,0.205462046,22525
NONMMUG000181,0.205432184,22526
Gm26464,0.20542719,22527
NONMMUG040691,0.205400944,22528
NONMMUG037063,0.205399753,22529
NONMMUG006680,0.205385045,22530
Gm13038,0.205352068,22531
RPI002_008266,0.205341627,22532
NONMMUG045811,0.205294738,22533
NONMMUG001484,0.20527495,22534
NONMMUG026126,0.205274511,22535
NONMMUG003641,0.205235982,22536
NONMMUG036039,0.205201951,22537
NONMMUG037317,0.20519848,22538
Gm14228,0.20517889,22539
NONMMUG009817,0.20513476,22540
NONMMUG021028,0.205037558,22541
Gm11484,0.205024444,22542
NONMMUG038736,0.205021389,22543
NONMMUG025982,0.205017641,22544
NONMMUG010787,0.204975887,22545
NONMMUG027005,0.204955674,22546
NONMMUG014262,0.204940183,22547
Gm14093,0.204872306,22548
NONMMUG007389,0.20486567,22549
NONMMUG036974,0.204834387,22550
NONMMUG021125,0.204824951,22551
NONMMUG023341,0.204821387,22552
NONMMUG045129,0.204814845,22553
NONMMUG032293,0.204766425,22554
NONMMUG001476,0.204765444,22555
NONMMUG039731,0.20476203,22556
Gm4117,0.204750942,22557
NONMMUG015863,0.204750637,22558
RPI002_009331,0.204732486,22559
NONMMUG031853,0.204690428,22560
NONMMUG043655,0.204665315,22561
NONMMUG037171,0.204637636,22562
NONMMUG034188,0.204630516,22563
NONMMUG042112,0.204627666,22564
NONMMUG020409,0.204616472,22565
NONMMUG034119,0.204609819,22566
NONMMUG019772,0.204604289,22567
NONMMUG006872,0.204601984,22568
NONMMUG018921,0.204587078,22569
Gm23398,0.204578085,22570
NONMMUG017358,0.204536537,22571
NONMMUG003581,0.204509586,22572
NONMMUG043495,0.204500765,22573
NONMMUG011700,0.204469244,22574
AC139673.1,0.204419874,22575
NONMMUG002808,0.204390093,22576
NONMMUG019712,0.20437667,22577
NONMMUG034091,0.204368549,22578
NONMMUG002241,0.204360277,22579
RPI002_008629,0.204351205,22580
1700010K10Rik,0.204322031,22581
NONMMUG019832,0.204226223,22582
NONMMUG032762,0.204205844,22583
RPI002_013892,0.204159504,22584
RPI002_012503,0.204139155,22585
Gm14097,0.204103993,22586
